purchase_id,user_id,skin_name,rarity,price_vp,region,payment_method,purchase_date
11694,728027,Elderflame Operator,Ultra,2475,EU,PayPal,2026-05-07 03:48:53
11695,410583,Oni Katana,Premium,1775,LAS,Credit Card,2026-04-15 13:39:32
11696,771128,RGX Blade,Premium,1775,EU,PayPal,2026-03-04 18:16:35
11697,909105,Ion Sheriff,Select,875,EU,PayPal,2026-05-07 16:31:31
11698,421052,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-01-11 13:05:50
11699,411522,Prime Phantom,Select,875,LAN,Credit Card,2026-03-08 08:25:04
11700,568637,Prime Phantom,Deluxe,1275,BR,Valorant Points Card,2026-03-24 00:30:24
11701,519454,Oni Katana,Ultra,2475,EU,PayPal,2026-01-27 17:57:30
11702,798085,Elderflame Operator,Ultra,4350,NA,PayPal,2026-01-29 10:50:47
11703,743245,Oni Katana,Select,875,LAN,Valorant Points Card,2026-01-05 08:37:40
11704,325533,Elderflame Operator,Deluxe,1275,LAS,Credit Card,2026-05-02 17:55:22
11705,188109,Ion Sheriff,Deluxe,1275,NA,Credit Card,2026-01-24 08:37:00
11706,194899,Elderflame Operator,Deluxe,1275,BR,Valorant Points Card,2026-02-05 04:53:56
11707,552671,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-03-16 10:48:16
11708,793297,Oni Katana,Select,875,LAN,Valorant Points Card,2026-04-10 05:05:35
11709,826790,Oni Katana,Premium,1775,NA,Credit Card,2026-03-14 12:32:01
11710,701465,RGX Blade,Select,875,LAS,Valorant Points Card,2026-04-10 14:52:36
11711,933477,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-04-22 06:39:23
11712,643580,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-04-21 07:01:12
11713,860446,Ion Sheriff,Deluxe,1275,NA,PayPal,2026-04-04 15:53:09
11714,320461,Prelude to Chaos Vandal,Deluxe,1275,NA,Valorant Points Card,2026-04-22 19:48:50
11715,737314,RGX Blade,Select,875,NA,Credit Card,2026-04-06 13:49:14
11716,738515,Reaver Vandal,Select,875,AP,PayPal,2026-03-31 15:49:10
11717,225269,Elderflame Operator,Select,875,AP,Valorant Points Card,2026-02-18 02:03:36
11718,278531,RGX Blade,Deluxe,1275,EU,Credit Card,2026-04-26 21:12:51
11719,442842,RGX Blade,Premium,1775,BR,Credit Card,2026-03-05 23:25:35
11720,446486,Prime Phantom,Ultra,4350,AP,Credit Card,2026-03-14 19:46:13
11721,266175,Prelude to Chaos Vandal,Deluxe,1275,BR,PayPal,2026-02-27 17:31:11
11722,467078,Ion Sheriff,Select,875,LAS,Credit Card,2026-02-24 09:50:55
11723,247366,RGX Blade,Select,875,EU,Valorant Points Card,2026-01-31 01:37:05
11724,792376,Prelude to Chaos Vandal,Deluxe,1275,EU,PayPal,2026-02-01 12:26:50
11725,719854,Prime Phantom,Select,875,LAS,PayPal,2026-04-23 10:48:31
11726,757772,Glitchpop Phantom,Premium,1775,LAN,Credit Card,2026-04-22 18:14:04
11727,800564,Oni Katana,Select,875,AP,Valorant Points Card,2026-02-21 14:05:54
11728,473259,Prelude to Chaos Vandal,Deluxe,1275,BR,PayPal,2026-04-23 11:23:40
11729,360605,RGX Blade,Select,875,LAN,Credit Card,2026-02-26 12:50:53
11730,183790,Ion Sheriff,Deluxe,1275,EU,Credit Card,2026-03-02 05:09:23
11731,131119,Ion Sheriff,Deluxe,1275,BR,Valorant Points Card,2026-03-04 06:50:21
11732,300650,RGX Blade,Select,875,BR,PayPal,2026-02-08 06:38:32
11733,743457,Oni Katana,Ultra,2475,NA,Credit Card,2026-04-07 21:00:40
11734,433322,Prelude to Chaos Vandal,Deluxe,1275,LAN,Credit Card,2026-04-10 04:14:51
11735,370495,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-02-19 16:27:11
11736,920973,Glitchpop Phantom,Select,875,NA,Credit Card,2026-04-01 19:39:37
11737,259285,RGX Blade,Select,875,LAN,PayPal,2026-01-17 04:43:21
11738,980447,Ion Sheriff,Select,875,LAN,Valorant Points Card,2026-03-24 08:44:19
11739,502717,Oni Katana,Deluxe,1275,LAN,Valorant Points Card,2026-02-10 12:38:28
11740,113939,Ion Sheriff,Select,875,BR,Credit Card,2026-02-09 07:13:55
11741,177858,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-01-05 13:39:43
11742,861078,Ion Sheriff,Select,875,BR,PayPal,2026-02-21 15:03:22
11743,356964,Prelude to Chaos Vandal,Ultra,4350,AP,PayPal,2026-01-05 00:41:31
11744,179198,Reaver Vandal,Deluxe,1275,AP,Valorant Points Card,2026-03-10 20:08:52
11745,760679,Reaver Vandal,Select,875,EU,Valorant Points Card,2026-03-31 18:03:37
11746,368229,Reaver Vandal,Select,875,LAN,Credit Card,2026-04-06 18:34:21
11747,443410,Ion Sheriff,Premium,1775,AP,Credit Card,2026-01-23 09:08:35
11748,323200,Elderflame Operator,Select,875,LAN,PayPal,2026-01-30 05:48:29
11749,756682,Reaver Vandal,Ultra,2475,NA,Credit Card,2026-03-29 21:40:21
11750,803265,Elderflame Operator,Premium,1775,AP,Valorant Points Card,2026-02-18 23:24:42
11751,138027,Glitchpop Phantom,Ultra,4350,AP,Credit Card,2026-03-27 02:13:52
11752,176665,Prime Phantom,Select,875,LAN,Credit Card,2026-01-22 14:34:40
11753,875548,Reaver Vandal,Deluxe,1275,AP,Credit Card,2026-03-13 07:01:23
11754,807650,Glitchpop Phantom,Select,875,LAN,PayPal,2026-05-02 21:37:12
11755,272532,Glitchpop Phantom,Select,875,LAN,Valorant Points Card,2026-01-19 06:00:09
11756,471037,RGX Blade,Select,875,BR,PayPal,2026-03-21 09:36:09
11757,625237,Reaver Vandal,Premium,1775,BR,Credit Card,2026-04-15 18:50:59
11758,880122,RGX Blade,Select,875,BR,PayPal,2026-04-30 18:23:02
11759,573423,RGX Blade,Premium,1775,NA,Credit Card,2026-03-19 18:36:03
11760,484601,Oni Katana,Select,875,EU,PayPal,2026-02-17 23:49:29
11761,857473,Ion Sheriff,Premium,1775,EU,PayPal,2026-02-04 16:49:43
11762,332535,Glitchpop Phantom,Deluxe,1275,EU,PayPal,2026-02-03 20:24:04
11763,740594,Reaver Vandal,Deluxe,1275,EU,Credit Card,2026-02-10 20:53:22
11764,311524,Glitchpop Phantom,Select,875,LAS,PayPal,2026-03-06 21:06:32
11765,671460,Prelude to Chaos Vandal,Select,875,BR,Credit Card,2026-04-15 10:53:28
11766,342865,Oni Katana,Select,875,LAS,Valorant Points Card,2026-02-09 22:38:38
11767,209872,Glitchpop Phantom,Premium,1775,NA,Credit Card,2026-02-10 19:06:13
11768,945095,Oni Katana,Select,875,LAN,PayPal,2026-02-05 08:57:00
11769,563318,Ion Sheriff,Deluxe,1275,LAN,PayPal,2026-03-11 09:41:05
11770,196423,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-03-11 20:47:36
11771,239730,Elderflame Operator,Premium,1775,EU,PayPal,2026-02-20 07:37:03
11772,915845,Prime Phantom,Premium,1775,EU,PayPal,2026-04-02 14:53:08
11773,667001,Prime Phantom,Select,875,EU,Credit Card,2026-02-16 17:11:51
11774,265735,Prime Phantom,Select,875,NA,PayPal,2026-03-18 09:16:01
11775,762611,Elderflame Operator,Select,875,LAS,PayPal,2026-04-22 06:35:22
11776,335192,Ion Sheriff,Deluxe,1275,EU,Valorant Points Card,2026-02-17 00:57:21
11777,418439,Glitchpop Phantom,Deluxe,1275,BR,Valorant Points Card,2026-03-04 20:29:21
11778,173858,RGX Blade,Deluxe,1275,AP,PayPal,2026-03-23 03:36:10
11779,360839,Prelude to Chaos Vandal,Ultra,2475,BR,Credit Card,2026-03-15 04:19:18
11780,844790,Prime Phantom,Select,875,BR,PayPal,2026-02-07 12:58:00
11781,668611,Oni Katana,Premium,1775,NA,Valorant Points Card,2026-05-07 12:01:54
11782,621485,Glitchpop Phantom,Select,875,BR,Valorant Points Card,2026-02-05 16:23:37
11783,333219,Elderflame Operator,Premium,1775,LAN,Credit Card,2026-01-03 17:27:49
11784,115409,Oni Katana,Premium,1775,EU,Valorant Points Card,2026-02-09 02:16:18
11785,226641,Ion Sheriff,Deluxe,1275,LAN,Credit Card,2026-05-07 11:59:53
11786,699490,RGX Blade,Select,875,AP,Valorant Points Card,2026-01-15 12:32:20
11787,923760,Prime Phantom,Premium,1775,AP,PayPal,2026-02-14 15:45:17
11788,681220,Glitchpop Phantom,Select,875,EU,PayPal,2026-04-11 21:09:38
11789,406106,Elderflame Operator,Premium,1775,EU,PayPal,2026-01-11 05:48:40
11790,796217,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-02-03 22:15:37
11791,654434,Glitchpop Phantom,Deluxe,1275,LAN,Credit Card,2026-05-02 22:41:49
11792,183124,Oni Katana,Premium,1775,LAS,PayPal,2026-04-19 18:49:43
11793,755419,Elderflame Operator,Select,875,LAS,PayPal,2026-01-29 11:24:45
11794,365445,Prelude to Chaos Vandal,Deluxe,1275,AP,Valorant Points Card,2026-02-25 11:23:43
11795,433859,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-02-14 00:36:37
11796,531462,Elderflame Operator,Select,875,AP,PayPal,2026-02-08 13:50:43
11797,550812,RGX Blade,Deluxe,1275,LAN,Valorant Points Card,2026-03-07 19:27:12
11798,157916,Glitchpop Phantom,Deluxe,1275,LAS,Credit Card,2026-03-23 12:49:01
11799,501615,Glitchpop Phantom,Deluxe,1275,LAN,PayPal,2026-03-26 19:12:17
11800,140509,Elderflame Operator,Premium,1775,AP,Valorant Points Card,2026-03-31 04:35:02
11801,691276,Reaver Vandal,Deluxe,1275,LAS,Credit Card,2026-02-12 07:35:08
11802,560581,Reaver Vandal,Select,875,AP,Credit Card,2026-02-15 10:04:46
11803,972205,RGX Blade,Deluxe,1275,LAS,Credit Card,2026-01-10 12:16:53
11804,961176,Prime Phantom,Deluxe,1275,NA,Credit Card,2026-04-13 23:10:09
11805,821257,Elderflame Operator,Deluxe,1275,AP,Valorant Points Card,2026-03-15 23:31:26
11806,113453,Glitchpop Phantom,Premium,1775,LAN,Credit Card,2026-04-23 00:36:01
11807,107312,Prime Phantom,Premium,1775,BR,Valorant Points Card,2026-05-02 04:15:35
11808,323905,Reaver Vandal,Premium,1775,LAS,PayPal,2026-04-05 05:39:21
11809,705350,Oni Katana,Select,875,LAS,Credit Card,2026-01-27 03:21:19
11810,321149,Oni Katana,Select,875,AP,Valorant Points Card,2026-03-21 04:35:44
11811,671401,Prime Phantom,Select,875,LAS,PayPal,2026-01-30 01:18:48
11812,934017,Oni Katana,Select,875,AP,PayPal,2026-04-12 08:32:13
11813,185630,Prime Phantom,Premium,1775,LAN,Valorant Points Card,2026-02-05 07:21:04
11814,825774,Glitchpop Phantom,Select,875,NA,PayPal,2026-04-29 01:19:28
11815,977611,Reaver Vandal,Select,875,AP,PayPal,2026-03-14 21:55:26
11816,641195,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-02-23 19:24:07
11817,367225,Ion Sheriff,Ultra,2475,AP,Valorant Points Card,2026-04-27 15:18:08
11818,735402,Elderflame Operator,Deluxe,1275,NA,Valorant Points Card,2026-04-25 14:45:37
11819,680304,Prime Phantom,Select,875,BR,PayPal,2026-04-29 06:41:54
11820,316764,RGX Blade,Deluxe,1275,AP,Credit Card,2026-03-19 14:48:24
11821,584583,Prime Phantom,Select,875,BR,PayPal,2026-03-21 16:06:56
11822,795261,Prelude to Chaos Vandal,Deluxe,1275,AP,Credit Card,2026-02-22 22:03:49
11823,344944,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-01-13 18:48:22
11824,642472,Oni Katana,Deluxe,1275,LAN,Credit Card,2026-04-02 00:35:19
11825,185249,Oni Katana,Select,875,LAS,Valorant Points Card,2026-03-26 11:02:43
11826,825143,Prime Phantom,Premium,1775,BR,Valorant Points Card,2026-04-06 14:35:48
11827,458446,Ion Sheriff,Ultra,4350,LAS,Credit Card,2026-03-28 06:49:58
11828,136106,RGX Blade,Select,875,LAN,PayPal,2026-02-25 15:03:14
11829,837114,Reaver Vandal,Ultra,4350,AP,Valorant Points Card,2026-02-01 06:36:39
11830,614869,Ion Sheriff,Ultra,2475,LAS,PayPal,2026-03-27 19:13:14
11831,651049,Ion Sheriff,Premium,1775,LAN,Credit Card,2026-04-01 19:09:07
11832,680040,Prime Phantom,Premium,1775,BR,Credit Card,2026-02-12 16:44:32
11833,547030,RGX Blade,Premium,1775,AP,Credit Card,2026-01-23 06:44:51
11834,596119,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-02-27 10:03:31
11835,358013,Elderflame Operator,Select,875,LAS,PayPal,2026-05-08 18:06:18
11836,505057,Reaver Vandal,Select,875,LAN,Credit Card,2026-03-12 10:58:06
11837,261792,Ion Sheriff,Ultra,2475,AP,PayPal,2026-03-29 05:27:56
11838,689815,RGX Blade,Premium,1775,AP,Credit Card,2026-04-06 13:36:34
11839,874774,Ion Sheriff,Premium,1775,BR,PayPal,2026-04-18 02:08:42
11840,164990,Elderflame Operator,Ultra,2475,NA,PayPal,2026-04-21 21:36:56
11841,856935,Elderflame Operator,Select,875,LAN,Valorant Points Card,2026-02-05 15:13:27
11842,837026,RGX Blade,Deluxe,1275,NA,Valorant Points Card,2026-01-27 04:35:54
11843,943541,RGX Blade,Deluxe,1275,LAS,PayPal,2026-04-18 20:49:14
11844,180079,Prelude to Chaos Vandal,Ultra,2475,EU,PayPal,2026-03-21 03:17:18
11845,992805,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-02-11 06:21:54
11846,628577,Reaver Vandal,Premium,1775,NA,Valorant Points Card,2026-02-25 16:35:37
11847,356366,Reaver Vandal,Select,875,NA,PayPal,2026-03-31 07:16:13
11848,829638,Glitchpop Phantom,Select,875,LAS,PayPal,2026-01-02 16:01:04
11849,855303,Ion Sheriff,Premium,1775,LAS,PayPal,2026-05-04 08:32:16
11850,913195,Ion Sheriff,Premium,1775,LAN,PayPal,2026-03-26 21:51:37
11851,434912,Elderflame Operator,Deluxe,1275,EU,PayPal,2026-01-18 11:53:52
11852,753669,Prelude to Chaos Vandal,Deluxe,1275,LAS,Credit Card,2026-03-16 05:14:17
11853,297172,Prime Phantom,Select,875,AP,PayPal,2026-03-22 14:44:35
11854,202605,Prime Phantom,Select,875,LAS,Credit Card,2026-01-13 13:04:10
11855,760999,Elderflame Operator,Deluxe,1275,LAN,PayPal,2026-01-05 20:41:09
11856,621200,Glitchpop Phantom,Ultra,2475,BR,Valorant Points Card,2026-03-07 01:35:36
11857,549497,Glitchpop Phantom,Deluxe,1275,BR,Credit Card,2026-04-14 03:15:27
11858,763759,Oni Katana,Deluxe,1275,BR,PayPal,2026-03-06 13:56:52
11859,951294,Ion Sheriff,Premium,1775,BR,Credit Card,2026-05-04 21:18:07
11860,146629,Reaver Vandal,Premium,1775,LAN,Valorant Points Card,2026-04-16 06:37:38
11861,345409,Elderflame Operator,Premium,1775,EU,Credit Card,2026-03-15 06:58:08
11862,517630,Prelude to Chaos Vandal,Ultra,2475,NA,Credit Card,2026-05-06 08:49:42
11863,622951,Glitchpop Phantom,Premium,1775,NA,Valorant Points Card,2026-01-29 08:46:25
11864,450918,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-04-09 06:58:14
11865,120340,Prime Phantom,Premium,1775,LAS,Credit Card,2026-03-14 02:58:45
11866,177768,Elderflame Operator,Select,875,NA,Valorant Points Card,2026-03-07 02:25:53
11867,576454,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-02-24 23:40:20
11868,328120,Elderflame Operator,Select,875,AP,PayPal,2026-04-05 22:54:17
11869,781613,Glitchpop Phantom,Deluxe,1275,LAN,PayPal,2026-03-23 08:19:25
11870,321429,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-01-18 17:10:43
11871,591400,Reaver Vandal,Deluxe,1275,LAS,PayPal,2026-02-27 05:01:04
11872,741728,Prime Phantom,Deluxe,1275,EU,PayPal,2026-01-11 13:25:16
11873,174310,Ion Sheriff,Premium,1775,EU,Valorant Points Card,2026-04-09 00:06:51
11874,902223,Elderflame Operator,Deluxe,1275,BR,Valorant Points Card,2026-02-25 00:45:05
11875,249092,Ion Sheriff,Deluxe,1275,LAN,Credit Card,2026-03-04 15:06:12
11876,168089,Reaver Vandal,Deluxe,1275,NA,Valorant Points Card,2026-02-10 12:28:02
11877,331849,Reaver Vandal,Select,875,AP,Credit Card,2026-01-23 03:16:48
11878,853462,Ion Sheriff,Deluxe,1275,NA,Credit Card,2026-03-07 17:39:54
11879,305381,Elderflame Operator,Select,875,NA,PayPal,2026-01-18 17:27:08
11880,971907,Prelude to Chaos Vandal,Deluxe,1275,NA,Credit Card,2026-02-25 13:08:15
11881,861288,Prelude to Chaos Vandal,Deluxe,1275,AP,PayPal,2026-05-09 09:36:30
11882,856611,Elderflame Operator,Premium,1775,NA,PayPal,2026-04-02 13:23:43
11883,530781,Reaver Vandal,Select,875,LAN,Credit Card,2026-01-06 07:42:17
11884,461468,Reaver Vandal,Deluxe,1275,LAN,Credit Card,2026-01-27 04:30:38
11885,537309,Glitchpop Phantom,Ultra,4350,LAS,Valorant Points Card,2026-03-02 13:25:36
11886,896080,RGX Blade,Ultra,2475,LAN,Valorant Points Card,2026-02-19 23:34:15
11887,298632,Prime Phantom,Select,875,LAN,PayPal,2026-03-15 03:21:39
11888,215508,RGX Blade,Deluxe,1275,NA,PayPal,2026-03-10 13:04:14
11889,631462,Reaver Vandal,Select,875,AP,Credit Card,2026-03-03 18:37:12
11890,853796,Prelude to Chaos Vandal,Select,875,BR,Credit Card,2026-03-24 02:19:06
11891,635898,Oni Katana,Select,875,EU,Valorant Points Card,2026-04-22 00:48:25
11892,621118,Glitchpop Phantom,Premium,1775,BR,PayPal,2026-04-07 19:14:52
11893,999052,Glitchpop Phantom,Premium,1775,LAN,Valorant Points Card,2026-01-13 17:16:47
11894,523346,Ion Sheriff,Premium,1775,BR,Credit Card,2026-04-09 15:36:21
11895,110266,Elderflame Operator,Deluxe,1275,BR,PayPal,2026-03-01 12:30:51
11896,329068,Elderflame Operator,Deluxe,1275,LAS,Credit Card,2026-03-22 05:05:26
11897,769601,Prime Phantom,Premium,1775,AP,Credit Card,2026-01-02 13:58:12
11898,753375,Reaver Vandal,Deluxe,1275,BR,Credit Card,2026-05-03 15:29:48
11899,447876,Ion Sheriff,Deluxe,1275,LAN,Valorant Points Card,2026-02-14 04:57:56
11900,204605,Glitchpop Phantom,Select,875,EU,PayPal,2026-05-05 17:31:32
11901,267145,Glitchpop Phantom,Select,875,NA,Credit Card,2026-04-30 15:31:36
11902,528610,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-03-24 03:14:26
11903,863085,Prelude to Chaos Vandal,Select,875,BR,PayPal,2026-05-07 09:17:27
11904,654875,RGX Blade,Premium,1775,EU,Valorant Points Card,2026-02-04 08:53:41
11905,785052,Reaver Vandal,Deluxe,1275,LAS,Valorant Points Card,2026-01-19 09:58:45
11906,603469,Prime Phantom,Select,875,NA,PayPal,2026-03-21 10:01:06
11907,455797,RGX Blade,Ultra,4350,EU,PayPal,2026-01-05 04:50:44
11908,806310,Glitchpop Phantom,Deluxe,1275,AP,Valorant Points Card,2026-02-20 08:08:43
11909,759748,Elderflame Operator,Deluxe,1275,LAS,Valorant Points Card,2026-01-26 16:35:56
11910,388446,Oni Katana,Select,875,NA,Credit Card,2026-04-24 18:50:53
11911,394851,Prime Phantom,Ultra,2475,LAN,Valorant Points Card,2026-03-07 14:17:26
11912,148555,Prelude to Chaos Vandal,Premium,1775,LAN,Valorant Points Card,2026-01-01 04:24:17
11913,792359,Prelude to Chaos Vandal,Select,875,EU,Valorant Points Card,2026-01-15 16:44:17
11914,502714,Oni Katana,Premium,1775,EU,Valorant Points Card,2026-05-04 19:19:10
11915,995055,Oni Katana,Deluxe,1275,AP,Credit Card,2026-01-25 07:31:51
11916,450005,Oni Katana,Deluxe,1275,LAS,Credit Card,2026-04-10 07:59:38
11917,643006,Prelude to Chaos Vandal,Ultra,2475,AP,Credit Card,2026-01-03 07:43:43
11918,893582,Oni Katana,Deluxe,1275,LAS,PayPal,2026-01-19 13:19:13
11919,759553,Prime Phantom,Deluxe,1275,LAS,PayPal,2026-02-07 02:52:44
11920,452202,Glitchpop Phantom,Select,875,NA,PayPal,2026-03-24 19:03:18
11921,214280,RGX Blade,Deluxe,1275,AP,Valorant Points Card,2026-01-13 21:40:07
11922,483148,Prelude to Chaos Vandal,Premium,1775,LAN,Credit Card,2026-03-19 18:15:23
11923,642470,Reaver Vandal,Select,875,BR,Valorant Points Card,2026-03-20 22:16:13
11924,796027,Oni Katana,Deluxe,1275,BR,PayPal,2026-01-12 15:54:12
11925,526344,RGX Blade,Premium,1775,BR,PayPal,2026-01-20 00:52:44
11926,779165,RGX Blade,Premium,1775,NA,PayPal,2026-02-21 00:19:50
11927,981845,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-01-14 20:30:52
11928,213410,Prime Phantom,Premium,1775,AP,PayPal,2026-03-10 16:14:10
11929,890246,Ion Sheriff,Deluxe,1275,AP,PayPal,2026-04-12 16:46:05
11930,431454,Oni Katana,Select,875,AP,Credit Card,2026-05-08 13:30:27
11931,603621,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-05-03 23:51:58
11932,511056,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-03-22 06:57:05
11933,338665,Elderflame Operator,Select,875,NA,Valorant Points Card,2026-02-22 00:29:34
11934,754271,Ion Sheriff,Deluxe,1275,LAN,Valorant Points Card,2026-02-26 01:16:51
11935,734728,Prime Phantom,Deluxe,1275,AP,Credit Card,2026-04-16 15:10:34
11936,183851,Prime Phantom,Deluxe,1275,EU,PayPal,2026-01-29 02:58:04
11937,176609,Ion Sheriff,Ultra,2475,AP,Credit Card,2026-02-04 17:16:45
11938,345648,Oni Katana,Select,875,NA,Credit Card,2026-02-18 07:40:43
11939,867578,Prelude to Chaos Vandal,Deluxe,1275,NA,PayPal,2026-01-06 14:48:47
11940,370284,Oni Katana,Ultra,2475,LAN,Credit Card,2026-04-12 05:41:03
11941,668937,RGX Blade,Select,875,AP,Credit Card,2026-03-23 07:36:19
11942,250365,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-04-02 08:44:58
11943,741366,Glitchpop Phantom,Premium,1775,EU,Credit Card,2026-01-10 07:53:33
11944,943550,Elderflame Operator,Select,875,LAS,Valorant Points Card,2026-04-21 23:55:58
11945,325602,Oni Katana,Select,875,LAS,Credit Card,2026-02-11 00:16:14
11946,708153,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-04-11 23:05:17
11947,224753,Prime Phantom,Deluxe,1275,AP,PayPal,2026-01-20 19:59:40
11948,885579,Oni Katana,Premium,1775,AP,Credit Card,2026-01-19 03:52:06
11949,177517,Reaver Vandal,Premium,1775,EU,PayPal,2026-03-18 10:21:16
11950,203631,RGX Blade,Premium,1775,BR,PayPal,2026-01-09 04:52:20
11951,951789,Reaver Vandal,Select,875,LAS,PayPal,2026-03-25 10:17:02
11952,459673,RGX Blade,Select,875,BR,PayPal,2026-04-13 16:46:31
11953,519568,Ion Sheriff,Select,875,AP,Valorant Points Card,2026-02-10 07:33:09
11954,717562,Elderflame Operator,Deluxe,1275,EU,Valorant Points Card,2026-05-03 03:28:40
11955,889757,Prime Phantom,Select,875,LAN,Valorant Points Card,2026-01-02 12:33:49
11956,824665,RGX Blade,Select,875,BR,Valorant Points Card,2026-01-11 23:04:35
11957,471658,Oni Katana,Deluxe,1275,LAS,Valorant Points Card,2026-03-12 02:16:16
11958,141315,RGX Blade,Select,875,BR,Credit Card,2026-01-01 15:46:23
11959,261811,Ion Sheriff,Select,875,BR,PayPal,2026-01-22 00:11:10
11960,347866,Prelude to Chaos Vandal,Deluxe,1275,BR,Valorant Points Card,2026-03-14 17:36:37
11961,574066,Reaver Vandal,Select,875,LAN,Valorant Points Card,2026-01-11 17:51:05
11962,882585,Prelude to Chaos Vandal,Select,875,AP,Valorant Points Card,2026-02-05 01:20:47
11963,691375,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-04-28 03:50:41
11964,273794,Glitchpop Phantom,Premium,1775,LAS,Valorant Points Card,2026-05-08 18:14:47
11965,403102,Elderflame Operator,Deluxe,1275,AP,Credit Card,2026-03-21 20:25:26
11966,562888,Reaver Vandal,Deluxe,1275,BR,Valorant Points Card,2026-04-18 06:54:17
11967,644922,Oni Katana,Premium,1775,EU,PayPal,2026-04-26 18:44:23
11968,715679,Oni Katana,Select,875,LAS,Valorant Points Card,2026-03-15 00:25:54
11969,226902,Reaver Vandal,Select,875,AP,Credit Card,2026-03-06 01:15:48
11970,350997,Glitchpop Phantom,Premium,1775,NA,PayPal,2026-02-07 00:11:55
11971,600380,Elderflame Operator,Select,875,LAN,Credit Card,2026-03-26 03:52:38
11972,202399,RGX Blade,Premium,1775,NA,Valorant Points Card,2026-03-31 19:55:12
11973,170348,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-02-11 02:08:48
11974,210455,RGX Blade,Ultra,4350,LAS,Valorant Points Card,2026-02-01 21:51:49
11975,164069,Ion Sheriff,Select,875,AP,Credit Card,2026-04-10 01:04:55
11976,350481,Glitchpop Phantom,Select,875,LAN,Credit Card,2026-04-22 19:05:33
11977,373241,Ion Sheriff,Select,875,AP,PayPal,2026-04-15 19:11:59
11978,240087,RGX Blade,Select,875,BR,PayPal,2026-03-14 12:04:27
11979,927488,Reaver Vandal,Ultra,4350,AP,Credit Card,2026-02-08 21:33:43
11980,268792,Prelude to Chaos Vandal,Ultra,4350,EU,PayPal,2026-01-03 18:39:54
11981,914337,Ion Sheriff,Ultra,4350,NA,PayPal,2026-01-24 19:13:38
11982,396227,Reaver Vandal,Ultra,2475,LAN,PayPal,2026-01-08 19:24:18
11983,369115,Oni Katana,Premium,1775,NA,Valorant Points Card,2026-04-29 18:41:27
11984,376128,Elderflame Operator,Ultra,2475,NA,Credit Card,2026-01-19 14:32:43
11985,496974,RGX Blade,Deluxe,1275,BR,Credit Card,2026-03-31 22:14:08
11986,594006,Ion Sheriff,Deluxe,1275,LAS,PayPal,2026-02-27 22:15:16
11987,550034,Glitchpop Phantom,Select,875,LAS,Credit Card,2026-03-14 04:56:19
11988,965229,Glitchpop Phantom,Deluxe,1275,LAN,Valorant Points Card,2026-04-18 19:07:20
11989,372813,Prelude to Chaos Vandal,Select,875,AP,Credit Card,2026-01-21 23:54:49
11990,858373,Oni Katana,Select,875,NA,Credit Card,2026-05-04 22:18:58
11991,923118,Prelude to Chaos Vandal,Select,875,NA,Credit Card,2026-01-19 07:36:46
11992,530263,Ion Sheriff,Select,875,LAS,PayPal,2026-01-18 22:17:38
11993,740144,Prime Phantom,Deluxe,1275,LAN,Valorant Points Card,2026-02-09 00:02:22
11994,432531,Prelude to Chaos Vandal,Premium,1775,EU,PayPal,2026-03-11 04:19:43
11995,577756,RGX Blade,Ultra,2475,BR,PayPal,2026-04-25 16:22:49
11996,169768,Oni Katana,Deluxe,1275,NA,Valorant Points Card,2026-03-27 11:27:09
11997,439922,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-02-04 04:34:32
11998,358573,Prime Phantom,Select,875,NA,PayPal,2026-01-28 01:37:02
11999,995585,Glitchpop Phantom,Deluxe,1275,AP,Credit Card,2026-01-12 11:38:50
12000,150528,Reaver Vandal,Deluxe,1275,LAN,Credit Card,2026-04-16 07:20:55
12001,991783,Elderflame Operator,Select,875,NA,Valorant Points Card,2026-03-16 21:23:42
12002,623322,Elderflame Operator,Premium,1775,LAN,Credit Card,2026-05-06 11:19:28
